Order_ID,Date,Customer_ID,Menu_Item_ID,Menu_Item_Name,Category,Price,Quantity,Total_Price,Restaurant_Location,Payment_Method,Delivery_Status
80,2024-08-08 08:08:59,3,4,Cappuccino,Beverage,8.28,3,24.84,Suburb,Credit Card,Delivered
81,2024-01-31 14:04:08,81,2,Spaghetti Carbonara,Main Course,16.05,2,32.1,Downtown,Cash,Picked Up
82,2024-02-03 06:20:52,94,2,Spaghetti Carbonara,Main Course,16.05,2,32.1,Downtown,Online Payment,Picked Up
83,2024-10-11 05:52:23,23,3,Gelato,Dessert,11.33,3,33.99,Downtown,Online Payment,Picked Up
83,2024-07-07 17:45:33,23,2,Chicken Alfredo,Main Course,15.15,1,15.15,Downtown,Credit Card,Picked Up
84,2024-11-12 21:53:16,38,1,Bruschetta,Appetizer,5.38,1,5.38,Suburb,Cash,Picked Up
84,2024-01-27 21:06:26,38,3,Panna Cotta,Dessert,6.3,3,18.9,Suburb,Credit Card,Delivered
84,2024-10-22 09:19:33,38,4,Limoncello,Beverage,12.58,2,25.16,Suburb,Cash,Picked Up
85,2024-07-25 21:10:52,69,2,Chicken Alfredo,Main Course,15.15,3,45.45,Downtown,Credit Card,Delivered
85,2024-10-24 10:05:39,69,4,Cappuccino,Beverage,8.28,3,24.84,Downtown,Cash,Picked Up
85,2024-02-18 20:10:22,69,2,Spaghetti Carbonara,Main Course,16.05,1,16.05,Downtown,Online Payment,Picked Up
85,2024-02-19 20:41:42,69,3,Tiramisu,Dessert,18.38,3,55.14,Downtown,Cash,Delivered
86,2024-09-13 05:19:24,82,4,Cappuccino,Beverage,8.28,1,8.28,Uptown,Cash,Delivered
86,2024-07-03 13:57:10,82,3,Tiramisu,Dessert,18.38,2,36.76,Uptown,Credit Card,Delivered
86,2024-08-01 12:32:27,82,1,Bruschetta,Appetizer,5.38,1,5.38,Uptown,Cash,Delivered
87,2024-03-05 03:05:41,50,4,Cappuccino,Beverage,8.28,3,24.84,Uptown,Online Payment,Delivered
87,2024-04-12 22:30:24,50,3,Gelato,Dessert,11.33,2,22.66,Uptown,Online Payment,Delivered
87,2024-07-23 22:16:34,50,3,Tiramisu,Dessert,18.38,2,36.76,Uptown,Online Payment,Picked Up
88,2024-12-04 19:39:55,36,2,Margherita Pizza,Main Course,8.35,1,8.35,Downtown,Credit Card,Delivered
88,2024-08-23 13:51:54,36,3,Panna Cotta,Dessert,6.3,3,18.9,Downtown,Credit Card,Picked Up
88,2024-06-13 07:55:53,36,4,Cappuccino,Beverage,8.28,1,8.28,Downtown,Credit Card,Picked Up
89,2024-03-23 06:06:08,25,1,Bruschetta,Appetizer,5.38,1,5.38,Downtown,Credit Card,Delivered
89,2024-07-28 10:36:13,25,4,Cappuccino,Beverage,8.28,1,8.28,Downtown,Online Payment,Delivered
89,2024-10-20 07:34:54,25,2,Margherita Pizza,Main Course,8.35,1,8.35,Downtown,Online Payment,Delivered
89,2024-10-10 11:27:02,25,1,Garlic Bread,Appetizer,14.59,3,43.77,Downtown,Cash,Delivered
90,2024-09-24 22:01:56,43,1,Garlic Bread,Appetizer,14.59,1,14.59,Downtown,Cash,Delivered
90,2024-03-19 02:51:49,43,2,Spaghetti Carbonara,Main Course,16.05,1,16.05,Downtown,Cash,Picked Up
90,2024-10-03 21:09:57,43,1,Stuffed Mushrooms,Appetizer,9.13,1,9.13,Downtown,Online Payment,Picked Up
90,2024-05-01 01:24:23,43,4,Espresso,Beverage,5.45,1,5.45,Downtown,Cash,Picked Up
90,2024-06-03 22:52:39,43,4,Cappuccino,Beverage,8.28,1,8.28,Downtown,Cash,Picked Up
91,2024-09-17 20:34:34,68,3,Panna Cotta,Dessert,6.3,2,12.6,Downtown,Credit Card,Delivered
92,2024-09-09 09:18:09,58,4,Espresso,Beverage,5.45,3,16.35,Suburb,Online Payment,Picked Up
92,2024-05-25 00:31:52,58,1,Garlic Bread,Appetizer,14.59,2,29.18,Suburb,Online Payment,Delivered
93,2024-06-19 03:23:19,8,3,Tiramisu,Dessert,18.38,3,55.14,Uptown,Credit Card,Delivered
93,2024-07-20 00:09:23,8,4,Cappuccino,Beverage,8.28,1,8.28,Uptown,Credit Card,Delivered
93,2024-06-24 08:09:21,8,1,Bruschetta,Appetizer,5.38,1,5.38,Uptown,Cash,Picked Up
93,2024-02-16 23:50:27,8,3,Panna Cotta,Dessert,6.3,3,18.9,Uptown,Online Payment,Picked Up
94,2024-04-06 06:38:52,49,2,Spaghetti Carbonara,Main Course,16.05,3,48.15,Suburb,Cash,Delivered
94,2024-03-28 06:19:51,49,3,Panna Cotta,Dessert,6.3,2,12.6,Suburb,Credit Card,Delivered
94,2024-01-25 20:45:52,49,3,Gelato,Dessert,11.33,2,22.66,Suburb,Credit Card,Picked Up
94,2024-05-11 07:11:09,49,3,Tiramisu,Dessert,18.38,2,36.76,Suburb,Credit Card,Delivered
94,2024-01-09 04:03:12,49,1,Bruschetta,Appetizer,5.38,2,10.76,Suburb,Credit Card,Picked Up
95,2024-08-16 11:26:04,86,1,Stuffed Mushrooms,Appetizer,9.13,1,9.13,Uptown,Cash,Delivered
95,2024-08-03 02:55:22,86,4,Cappuccino,Beverage,8.28,1,8.28,Uptown,Credit Card,Delivered
95,2024-03-30 08:49:29,86,3,Panna Cotta,Dessert,6.3,3,18.9,Uptown,Online Payment,Picked Up
96,2024-08-16 12:39:33,17,4,Espresso,Beverage,5.45,3,16.35,Suburb,Online Payment,Picked Up
97,2024-03-26 12:34:29,86,2,Chicken Alfredo,Main Course,15.15,2,30.3,Downtown,Online Payment,Picked Up
97,2024-01-03 19:01:24,86,4,Cappuccino,Beverage,8.28,2,16.56,Downtown,Cash,Delivered
97,2024-01-28 13:42:12,86,3,Tiramisu,Dessert,18.38,1,18.38,Downtown,Online Payment,Picked Up
97,2024-10-01 21:33:20,86,1,Garlic Bread,Appetizer,14.59,1,14.59,Downtown,Cash,Picked Up
98,2024-09-02 02:18:21,72,2,Spaghetti Carbonara,Main Course,16.05,3,48.15,Uptown,Cash,Picked Up
99,2024-01-23 20:44:35,72,4,Cappuccino,Beverage,8.28,1,8.28,Suburb,Cash,Picked Up
99,2024-03-29 21:53:31,72,4,Limoncello,Beverage,12.58,3,37.74,Suburb,Credit Card,Picked Up
99,2024-01-27 04:12:59,72,3,Gelato,Dessert,11.33,2,22.66,Suburb,Cash,Delivered
99,2024-01-13 04:47:23,72,1,Garlic Bread,Appetizer,14.59,1,14.59,Suburb,Online Payment,Picked Up
99,2024-11-29 20:22:57,72,2,Spaghetti Carbonara,Main Course,16.05,1,16.05,Suburb,Cash,Delivered
100,2024-05-08 07:49:00,12,2,Margherita Pizza,Main Course,8.35,1,8.35,Suburb,Credit Card,Picked Up
100,2024-01-28 12:26:18,12,3,Tiramisu,Dessert,18.38,3,55.14,Suburb,Credit Card,Delivered
100,2024-07-18 16:16:56,12,4,Cappuccino,Beverage,8.28,1,8.28,Suburb,Cash,Delivered
100,2024-04-02 10:21:50,12,3,Panna Cotta,Dessert,6.3,3,18.9,Suburb,Cash,Delivered
100,2024-04-18 03:35:46,12,2,Chicken Alfredo,Main Course,15.15,2,30.3,Suburb,Credit Card,Picked Up
101,2024-09-16 19:19:29,63,3,Tiramisu,Dessert,18.38,1,18.38,Suburb,Credit Card,Picked Up
101,2024-07-07 12:23:27,63,2,Spaghetti Carbonara,Main Course,16.05,1,16.05,Suburb,Credit Card,Picked Up
101,2024-03-24 04:49:54,63,2,Margherita Pizza,Main Course,8.35,3,25.05,Suburb,Online Payment,Picked Up
101,2024-07-28 10:01:28,63,3,Gelato,Dessert,11.33,1,11.33,Suburb,Cash,Picked Up
102,2024-02-21 09:14:08,77,2,Margherita Pizza,Main Course,8.35,2,16.7,Downtown,Cash,Delivered
103,2024-10-07 22:08:04,98,2,Chicken Alfredo,Main Course,15.15,2,30.3,Uptown,Online Payment,Picked Up
103,2024-08-09 18:30:26,98,1,Bruschetta,Appetizer,5.38,1,5.38,Uptown,Cash,Picked Up
103,2024-08-11 18:40:54,98,1,Garlic Bread,Appetizer,14.59,3,43.77,Uptown,Online Payment,Delivered
104,2024-07-02 13:36:47,65,1,Bruschetta,Appetizer,5.38,2,10.76,Suburb,Cash,Picked Up
104,2024-04-04 08:53:54,65,3,Tiramisu,Dessert,18.38,1,18.38,Suburb,Credit Card,Picked Up
104,2024-10-31 17:10:59,65,1,Garlic Bread,Appetizer,14.59,3,43.77,Suburb,Credit Card,Picked Up
105,2024-07-02 16:25:38,38,1,Garlic Bread,Appetizer,14.59,3,43.77,Downtown,Credit Card,Delivered
105,2024-11-09 14:25:03,38,2,Chicken Alfredo,Main Course,15.15,2,30.3,Downtown,Cash,Delivered
105,2024-06-07 02:04:25,38,1,Stuffed Mushrooms,Appetizer,9.13,2,18.26,Downtown,Online Payment,Picked Up
105,2024-03-14 22:44:56,38,3,Panna Cotta,Dessert,6.3,3,18.9,Downtown,Cash,Picked Up
106,2024-02-06 15:10:48,40,2,Margherita Pizza,Main Course,8.35,1,8.35,Suburb,Online Payment,Delivered
106,2024-02-07 15:27:38,40,2,Chicken Alfredo,Main Course,15.15,3,45.45,Suburb,Online Payment,Delivered
106,2024-09-12 22:09:51,40,1,Stuffed Mushrooms,Appetizer,9.13,2,18.26,Suburb,Credit Card,Delivered
107,2024-06-16 09:41:17,31,2,Spaghetti Carbonara,Main Course,16.05,1,16.05,Downtown,Online Payment,Delivered
107,2024-05-17 14:17:33,31,2,Margherita Pizza,Main Course,8.35,3,25.05,Downtown,Cash,Delivered
108,2024-06-13 12:02:20,99,3,Panna Cotta,Dessert,6.3,3,18.9,Suburb,Online Payment,Picked Up
108,2024-06-08 15:45:03,99,4,Espresso,Beverage,5.45,3,16.35,Suburb,Credit Card,Delivered
108,2024-06-30 08:59:07,99,4,Cappuccino,Beverage,8.28,2,16.56,Suburb,Cash,Picked Up
108,2024-12-01 11:32:31,99,4,Limoncello,Beverage,12.58,2,25.16,Suburb,Online Payment,Picked Up
109,2024-10-10 03:28:46,36,2,Chicken Alfredo,Main Course,15.15,3,45.45,Suburb,Cash,Picked Up
110,2024-01-22 00:54:43,60,1,Garlic Bread,Appetizer,14.59,2,29.18,Uptown,Credit Card,Delivered
111,2024-09-18 12:12:44,83,4,Espresso,Beverage,5.45,2,10.9,Downtown,Online Payment,Delivered
111,2024-09-10 18:38:47,83,3,Gelato,Dessert,11.33,2,22.66,Downtown,Online Payment,Picked Up
111,2024-09-07 22:49:54,83,3,Tiramisu,Dessert,18.38,3,55.14,Downtown,Cash,Delivered
111,2024-02-08 05:19:15,83,3,Panna Cotta,Dessert,6.3,2,12.6,Downtown,Cash,Picked Up
111,2024-01-24 12:57:03,83,1,Garlic Bread,Appetizer,14.59,3,43.77,Downtown,Cash,Delivered
112,2024-06-05 08:42:08,6,3,Panna Cotta,Dessert,6.3,2,12.6,Downtown,Credit Card,Picked Up
112,2024-10-09 19:26:33,6,3,Gelato,Dessert,11.33,2,22.66,Downtown,Credit Card,Picked Up
112,2024-05-11 18:31:46,6,4,Cappuccino,Beverage,8.28,3,24.84,Downtown,Online Payment,Delivered
112,2024-11-06 22:03:46,6,1,Stuffed Mushrooms,Appetizer,9.13,3,27.39,Downtown,Online Payment,Picked Up
113,2024-11-30 15:22:12,9,3,Gelato,Dessert,11.33,3,33.99,Uptown,Credit Card,Picked Up
114,2024-02-12 10:27:40,33,1,Stuffed Mushrooms,Appetizer,9.13,2,18.26,Suburb,Online Payment,Picked Up
114,2024-04-06 13:38:42,33,2,Chicken Alfredo,Main Course,15.15,1,15.15,Suburb,Online Payment,Delivered
114,2024-03-15 09:44:56,33,1,Bruschetta,Appetizer,5.38,2,10.76,Suburb,Online Payment,Picked Up
114,2024-03-14 20:52:31,33,4,Limoncello,Beverage,12.58,3,37.74,Suburb,Credit Card,Delivered
114,2024-07-27 06:32:43,33,4,Cappuccino,Beverage,8.28,3,24.84,Suburb,Online Payment,Delivered
115,2024-06-23 05:22:52,83,3,Gelato,Dessert,11.33,2,22.66,Suburb,Cash,Delivered
115,2024-02-24 10:35:37,83,2,Chicken Alfredo,Main Course,15.15,2,30.3,Suburb,Credit Card,Delivered
115,2024-06-12 20:13:18,83,1,Garlic Bread,Appetizer,14.59,1,14.59,Suburb,Cash,Delivered
115,2024-03-12 06:13:56,83,4,Cappuccino,Beverage,8.28,1,8.28,Suburb,Credit Card,Delivered
116,2024-04-18 04:13:44,65,1,Garlic Bread,Appetizer,14.59,1,14.59,Suburb,Cash,Delivered
116,2024-06-28 16:00:22,65,4,Cappuccino,Beverage,8.28,3,24.84,Suburb,Online Payment,Delivered
116,2024-04-07 00:21:53,65,2,Chicken Alfredo,Main Course,15.15,3,45.45,Suburb,Credit Card,Delivered
116,2024-12-05 14:47:59,65,1,Stuffed Mushrooms,Appetizer,9.13,2,18.26,Suburb,Credit Card,Delivered
116,2024-01-30 06:38:17,65,3,Tiramisu,Dessert,18.38,2,36.76,Suburb,Online Payment,Picked Up
117,2024-06-21 02:16:40,97,2,Margherita Pizza,Main Course,8.35,2,16.7,Suburb,Cash,Picked Up
117,2024-11-09 19:18:47,97,3,Gelato,Dessert,11.33,3,33.99,Suburb,Online Payment,Picked Up
117,2024-11-30 12:21:19,97,4,Limoncello,Beverage,12.58,2,25.16,Suburb,Credit Card,Picked Up
117,2024-11-28 10:11:22,97,2,Spaghetti Carbonara,Main Course,16.05,3,48.15,Suburb,Online Payment,Picked Up
118,2024-08-01 17:24:13,21,1,Stuffed Mushrooms,Appetizer,9.13,3,27.39,Downtown,Cash,Delivered
118,2024-02-08 00:34:31,21,2,Spaghetti Carbonara,Main Course,16.05,2,32.1,Downtown,Cash,Delivered
118,2024-01-20 15:31:02,21,1,Garlic Bread,Appetizer,14.59,2,29.18,Downtown,Credit Card,Delivered
118,2024-09-10 06:25:51,21,3,Panna Cotta,Dessert,6.3,2,12.6,Downtown,Cash,Delivered
118,2024-07-28 22:38:41,21,2,Chicken Alfredo,Main Course,15.15,2,30.3,Downtown,Credit Card,Delivered
119,2024-11-20 16:20:30,54,3,Gelato,Dessert,11.33,1,11.33,Downtown,Credit Card,Delivered
119,2024-01-06 17:33:11,54,2,Chicken Alfredo,Main Course,15.15,1,15.15,Downtown,Credit Card,Delivered
119,2024-02-06 05:16:19,54,2,Margherita Pizza,Main Course,8.35,3,25.05,Downtown,Online Payment,Picked Up
119,2024-10-19 15:44:22,54,3,Tiramisu,Dessert,18.38,1,18.38,Downtown,Cash,Delivered
120,2024-11-25 14:25:03,37,4,Limoncello,Beverage,12.58,2,25.16,Uptown,Online Payment,Delivered
120,2024-04-01 19:12:59,37,3,Panna Cotta,Dessert,6.3,1,6.3,Uptown,Cash,Picked Up
121,2024-03-05 14:07:54,28,4,Limoncello,Beverage,12.58,2,25.16,Downtown,Cash,Picked Up
121,2024-06-06 20:03:12,28,4,Espresso,Beverage,5.45,1,5.45,Downtown,Cash,Delivered
121,2024-07-07 14:30:12,28,3,Gelato,Dessert,11.33,2,22.66,Downtown,Online Payment,Picked Up
121,2024-07-05 22:35:08,28,3,Tiramisu,Dessert,18.38,1,18.38,Downtown,Cash,Picked Up
121,2024-03-24 00:16:09,28,1,Bruschetta,Appetizer,5.38,3,16.14,Downtown,Online Payment,Delivered
122,2024-12-01 19:07:32,81,2,Margherita Pizza,Main Course,8.35,3,25.05,Suburb,Credit Card,Delivered
122,2024-06-04 17:57:59,81,1,Stuffed Mushrooms,Appetizer,9.13,3,27.39,Suburb,Credit Card,Delivered
122,2024-01-23 18:31:17,81,2,Spaghetti Carbonara,Main Course,16.05,3,48.15,Suburb,Online Payment,Delivered
122,2024-03-04 22:31:45,81,3,Tiramisu,Dessert,18.38,3,55.14,Suburb,Credit Card,Delivered
122,2024-05-27 04:17:07,81,1,Garlic Bread,Appetizer,14.59,3,43.77,Suburb,Online Payment,Delivered
123,2024-01-01 20:05:22,50,4,Cappuccino,Beverage,8.28,2,16.56,Uptown,Credit Card,Picked Up
124,2024-05-31 14:59:40,96,1,Bruschetta,Appetizer,5.38,3,16.14,Downtown,Online Payment,Delivered
124,2024-04-12 23:52:17,96,2,Chicken Alfredo,Main Course,15.15,3,45.45,Downtown,Online Payment,Picked Up
124,2024-10-31 12:04:03,96,2,Margherita Pizza,Main Course,8.35,1,8.35,Downtown,Cash,Picked Up
125,2024-10-31 21:56:09,70,4,Cappuccino,Beverage,8.28,3,24.84,Uptown,Credit Card,Delivered
125,2024-06-25 16:59:07,70,3,Panna Cotta,Dessert,6.3,1,6.3,Uptown,Cash,Picked Up
126,2024-04-20 18:42:55,5,1,Garlic Bread,Appetizer,14.59,1,14.59,Uptown,Credit Card,Picked Up
126,2024-06-13 06:42:55,5,2,Margherita Pizza,Main Course,8.35,3,25.05,Uptown,Credit Card,Picked Up
127,2024-09-27 12:42:12,33,2,Spaghetti Carbonara,Main Course,16.05,1,16.05,Downtown,Online Payment,Picked Up
127,2024-10-10 16:48:10,33,2,Chicken Alfredo,Main Course,15.15,2,30.3,Downtown,Cash,Picked Up
128,2024-10-31 05:27:31,56,3,Tiramisu,Dessert,18.38,3,55.14,Uptown,Credit Card,Picked Up
128,2024-08-03 20:08:10,56,2,Chicken Alfredo,Main Course,15.15,3,45.45,Uptown,Credit Card,Delivered
128,2024-09-14 01:05:15,56,1,Stuffed Mushrooms,Appetizer,9.13,3,27.39,Uptown,Credit Card,Delivered
128,2024-10-06 00:03:01,56,3,Panna Cotta,Dessert,6.3,2,12.6,Uptown,Online Payment,Delivered
129,2024-07-08 00:06:22,70,1,Bruschetta,Appetizer,5.38,3,16.14,Uptown,Credit Card,Picked Up
129,2024-03-01 02:48:39,70,4,Limoncello,Beverage,12.58,2,25.16,Uptown,Online Payment,Picked Up
129,2024-03-14 17:58:35,70,2,Chicken Alfredo,Main Course,15.15,1,15.15,Uptown,Online Payment,Picked Up
130,2024-04-25 05:31:02,45,4,Limoncello,Beverage,12.58,2,25.16,Uptown,Online Payment,Picked Up
131,2024-03-25 13:07:09,36,1,Bruschetta,Appetizer,5.38,3,16.14,Suburb,Online Payment,Picked Up
132,2024-01-23 17:06:13,47,1,Garlic Bread,Appetizer,14.59,3,43.77,Suburb,Online Payment,Picked Up
132,2024-08-12 22:21:05,47,1,Stuffed Mushrooms,Appetizer,9.13,1,9.13,Suburb,Cash,Delivered
133,2024-10-12 17:34:03,31,2,Chicken Alfredo,Main Course,15.15,1,15.15,Suburb,Online Payment,Delivered
133,2024-07-29 13:37:32,31,3,Tiramisu,Dessert,18.38,3,55.14,Suburb,Credit Card,Picked Up
133,2024-01-24 16:09:56,31,4,Espresso,Beverage,5.45,2,10.9,Suburb,Credit Card,Delivered
134,2024-10-17 11:38:15,74,2,Chicken Alfredo,Main Course,15.15,1,15.15,Downtown,Cash,Delivered
134,2024-05-01 19:00:31,74,3,Tiramisu,Dessert,18.38,2,36.76,Downtown,Online Payment,Picked Up
134,2024-01-23 04:49:08,74,4,Limoncello,Beverage,12.58,3,37.74,Downtown,Cash,Picked Up
134,2024-01-20 11:21:37,74,2,Spaghetti Carbonara,Main Course,16.05,2,32.1,Downtown,Online Payment,Picked Up
134,2024-08-14 20:55:47,74,2,Margherita Pizza,Main Course,8.35,1,8.35,Downtown,Online Payment,Picked Up
135,2024-07-04 03:59:27,89,1,Bruschetta,Appetizer,5.38,1,5.38,Uptown,Credit Card,Delivered
135,2024-07-14 06:54:18,89,1,Stuffed Mushrooms,Appetizer,9.13,3,27.39,Uptown,Credit Card,Delivered
136,2024-11-27 03:55:31,88,4,Limoncello,Beverage,12.58,3,37.74,Uptown,Credit Card,Picked Up
136,2024-07-25 06:27:15,88,1,Bruschetta,Appetizer,5.38,1,5.38,Uptown,Online Payment,Delivered
136,2024-03-02 03:22:45,88,3,Gelato,Dessert,11.33,2,22.66,Uptown,Online Payment,Delivered
137,2024-01-23 02:09:21,16,2,Margherita Pizza,Main Course,8.35,1,8.35,Downtown,Credit Card,Picked Up
137,2024-07-16 05:18:16,16,3,Panna Cotta,Dessert,6.3,2,12.6,Downtown,Online Payment,Delivered
138,2024-02-01 02:41:34,79,2,Spaghetti Carbonara,Main Course,16.05,2,32.1,Downtown,Online Payment,Picked Up
139,2024-11-26 15:05:15,68,4,Espresso,Beverage,5.45,3,16.35,Uptown,Cash,Picked Up
139,2024-03-13 04:00:51,68,1,Bruschetta,Appetizer,5.38,2,10.76,Uptown,Online Payment,Picked Up
139,2024-01-27 14:39:54,68,1,Stuffed Mushrooms,Appetizer,9.13,1,9.13,Uptown,Online Payment,Delivered
139,2024-08-19 02:07:45,68,2,Chicken Alfredo,Main Course,15.15,1,15.15,Uptown,Credit Card,Delivered
140,2024-01-27 09:26:28,16,2,Spaghetti Carbonara,Main Course,16.05,1,16.05,Suburb,Credit Card,Delivered
140,2024-09-19 05:26:13,16,1,Stuffed Mushrooms,Appetizer,9.13,2,18.26,Suburb,Online Payment,Picked Up
141,2024-11-30 16:44:13,11,4,Cappuccino,Beverage,8.28,2,16.56,Uptown,Cash,Picked Up
141,2024-04-01 08:15:33,11,3,Gelato,Dessert,11.33,3,33.99,Uptown,Online Payment,Delivered
142,2024-06-05 19:27:39,65,4,Espresso,Beverage,5.45,1,5.45,Suburb,Cash,Picked Up
142,2024-02-16 13:25:27,65,4,Limoncello,Beverage,12.58,3,37.74,Suburb,Cash,Delivered
143,2024-08-09 05:45:34,11,2,Spaghetti Carbonara,Main Course,16.05,2,32.1,Downtown,Online Payment,Picked Up
143,2024-04-05 14:53:36,11,4,Cappuccino,Beverage,8.28,3,24.84,Downtown,Credit Card,Picked Up
143,2024-08-12 19:55:00,11,2,Margherita Pizza,Main Course,8.35,1,8.35,Downtown,Online Payment,Picked Up
143,2024-08-18 21:19:12,11,3,Tiramisu,Dessert,18.38,2,36.76,Downtown,Credit Card,Delivered
143,2024-01-16 10:25:08,11,1,Garlic Bread,Appetizer,14.59,3,43.77,Downtown,Cash,Delivered
144,2024-08-28 13:03:14,57,3,Panna Cotta,Dessert,6.3,2,12.6,Uptown,Online Payment,Picked Up
144,2024-02-01 20:08:26,57,2,Margherita Pizza,Main Course,8.35,3,25.05,Uptown,Credit Card,Picked Up
144,2024-06-11 19:27:33,57,2,Chicken Alfredo,Main Course,15.15,1,15.15,Uptown,Credit Card,Delivered
144,2024-09-12 07:09:43,57,1,Stuffed Mushrooms,Appetizer,9.13,2,18.26,Uptown,Cash,Picked Up
145,2024-08-14 16:13:12,16,2,Margherita Pizza,Main Course,8.35,2,16.7,Uptown,Credit Card,Picked Up
145,2024-08-07 12:17:48,16,1,Stuffed Mushrooms,Appetizer,9.13,1,9.13,Uptown,Cash,Picked Up
145,2024-07-22 00:41:17,16,1,Bruschetta,Appetizer,5.38,3,16.14,Uptown,Online Payment,Picked Up
145,2024-05-02 20:46:50,16,1,Garlic Bread,Appetizer,14.59,1,14.59,Uptown,Cash,Picked Up
146,2024-04-11 06:30:44,66,2,Spaghetti Carbonara,Main Course,16.05,2,32.1,Uptown,Online Payment,Picked Up
146,2024-03-20 07:50:01,66,3,Panna Cotta,Dessert,6.3,1,6.3,Uptown,Cash,Picked Up
146,2024-09-17 02:17:54,66,1,Garlic Bread,Appetizer,14.59,1,14.59,Uptown,Cash,Picked Up
146,2024-10-05 03:23:29,66,1,Bruschetta,Appetizer,5.38,2,10.76,Uptown,Online Payment,Picked Up
147,2024-05-02 00:24:21,37,1,Bruschetta,Appetizer,5.38,2,10.76,Suburb,Cash,Picked Up
148,2024-04-02 16:42:51,94,2,Chicken Alfredo,Main Course,15.15,3,45.45,Uptown,Online Payment,Delivered
148,2024-04-13 03:42:24,94,1,Garlic Bread,Appetizer,14.59,2,29.18,Uptown,Online Payment,Picked Up
148,2024-06-02 16:59:29,94,3,Tiramisu,Dessert,18.38,1,18.38,Uptown,Credit Card,Picked Up
148,2024-02-20 19:52:26,94,4,Cappuccino,Beverage,8.28,3,24.84,Uptown,Credit Card,Delivered
149,2024-09-17 20:36:23,17,2,Chicken Alfredo,Main Course,15.15,1,15.15,Downtown,Cash,Picked Up
149,2024-09-07 16:30:12,17,4,Limoncello,Beverage,12.58,3,37.74,Downtown,Cash,Delivered
149,2024-04-26 12:10:31,17,3,Gelato,Dessert,11.33,1,11.33,Downtown,Cash,Picked Up
149,2024-06-26 13:38:30,17,4,Cappuccino,Beverage,8.28,2,16.56,Downtown,Online Payment,Picked Up
150,2024-05-02 18:59:06,20,1,Stuffed Mushrooms,Appetizer,9.13,2,18.26,Suburb,Online Payment,Picked Up
150,2024-10-18 23:53:05,20,2,Chicken Alfredo,Main Course,15.15,3,45.45,Suburb,Credit Card,Picked Up
150,2024-01-29 04:09:03,20,4,Espresso,Beverage,5.45,3,16.35,Suburb,Online Payment,Picked Up
150,2024-01-04 14:49:34,20,4,Cappuccino,Beverage,8.28,2,16.56,Suburb,Cash,Picked Up
150,2024-06-26 23:31:50,20,4,Limoncello,Beverage,12.58,2,25.16,Suburb,Online Payment,Delivered
151,2024-08-29 05:37:25,54,4,Limoncello,Beverage,12.58,3,37.74,Suburb,Credit Card,Picked Up
151,2024-08-06 15:28:51,54,4,Cappuccino,Beverage,8.28,3,24.84,Suburb,Online Payment,Delivered
151,2024-02-08 19:53:34,54,1,Garlic Bread,Appetizer,14.59,3,43.77,Suburb,Cash,Picked Up
152,2024-01-29 10:50:21,22,3,Tiramisu,Dessert,18.38,1,18.38,Suburb,Cash,Picked Up
152,2024-07-27 19:06:57,22,1,Stuffed Mushrooms,Appetizer,9.13,2,18.26,Suburb,Credit Card,Delivered
152,2024-03-23 18:44:31,22,2,Margherita Pizza,Main Course,8.35,2,16.7,Suburb,Online Payment,Delivered
152,2024-07-15 11:11:13,22,1,Garlic Bread,Appetizer,14.59,2,29.18,Suburb,Online Payment,Picked Up
152,2024-04-12 23:50:49,22,1,Bruschetta,Appetizer,5.38,3,16.14,Suburb,Online Payment,Delivered
153,2024-02-21 10:35:04,91,2,Margherita Pizza,Main Course,8.35,2,16.7,Downtown,Cash,Picked Up
153,2024-05-15 12:59:53,91,3,Gelato,Dessert,11.33,3,33.99,Downtown,Credit Card,Picked Up
153,2024-12-08 02:14:57,91,2,Chicken Alfredo,Main Course,15.15,3,45.45,Downtown,Online Payment,Picked Up
153,2024-01-27 17:10:53,91,3,Panna Cotta,Dessert,6.3,3,18.9,Downtown,Credit Card,Delivered
153,2024-12-07 11:23:33,91,3,Tiramisu,Dessert,18.38,1,18.38,Downtown,Credit Card,Picked Up
154,2024-04-04 20:53:44,29,4,Limoncello,Beverage,12.58,2,25.16,Uptown,Credit Card,Picked Up
154,2024-05-23 12:14:31,29,2,Margherita Pizza,Main Course,8.35,3,25.05,Uptown,Online Payment,Picked Up
154,2024-04-20 16:16:30,29,3,Panna Cotta,Dessert,6.3,2,12.6,Uptown,Cash,Picked Up
155,2024-03-02 06:18:25,51,2,Spaghetti Carbonara,Main Course,16.05,2,32.1,Uptown,Online Payment,Delivered
155,2024-06-19 04:10:34,51,1,Garlic Bread,Appetizer,14.59,2,29.18,Uptown,Credit Card,Picked Up
156,2024-11-19 19:03:58,96,2,Margherita Pizza,Main Course,8.35,2,16.7,Uptown,Online Payment,Picked Up
156,2024-07-29 23:09:30,96,3,Gelato,Dessert,11.33,1,11.33,Uptown,Cash,Delivered
157,2024-09-30 05:28:02,32,2,Margherita Pizza,Main Course,8.35,2,16.7,Downtown,Credit Card,Picked Up
157,2024-04-27 11:39:50,32,4,Cappuccino,Beverage,8.28,1,8.28,Downtown,Online Payment,Delivered
157,2024-08-25 13:14:59,32,4,Limoncello,Beverage,12.58,1,12.58,Downtown,Online Payment,Delivered
157,2024-11-09 10:43:00,32,1,Garlic Bread,Appetizer,14.59,2,29.18,Downtown,Online Payment,Picked Up
